name,genre_1,price,tier,total_votes,pos_ratio,p_bayes,p_ml,b_rating,score_finale
Synth Riders,action,mid_price,very_positive,63,98.4,0.609,0.617,0.787,0.6997
Blasters of the Universe,action,mid_price,very_positive,178,89.9,0.609,0.585,0.802,0.6995
Duke Nukem 3D: 20th Anniversary World Tour,action,mid_price,mostly_positive,983,82.0,0.609,0.585,0.802,0.6995
Slipstream,racing,budget,very_positive,566,87.5,0.542,0.597,0.83,0.6995
CastleStorm,strategy,budget,very_positive,1233,89.5,0.556,0.51,0.866,0.6994
Chicken Invaders 3,action,budget,very_positive,125,92.0,0.587,0.617,0.797,0.6994
The Wizards - Enhanced Edition,action,mid_price,very_positive,213,87.3,0.609,0.592,0.798,0.6993
CropDuster Supreme,action,budget,very_positive,115,93.0,0.587,0.617,0.796,0.6993
Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,action,mid_price,mostly_positive,434,84.1,0.609,0.585,0.802,0.6992
Call of Juarez®: Bound in Blood,western,budget,mostly_positive,1353,82.9,0.582,0.588,0.813,0.6992
Masters of Anima,action,mid_price,very_positive,134,91.8,0.609,0.591,0.798,0.6991
Semblance,action,budget,very_positive,104,94.2,0.587,0.617,0.796,0.699
Bombernauts,action,budget,very_positive,123,91.9,0.587,0.617,0.796,0.6989
Sparc,action,mid_price,very_positive,227,85.0,0.609,0.606,0.79,0.6988
HoPiKo,indie,budget,mostly_positive,144,76.4,0.669,0.624,0.751,0.6988
The Broken Seal,action,mid_price,very_positive,106,89.6,0.609,0.617,0.785,0.6987
SinaRun,indie,budget,mostly_positive,180,78.3,0.669,0.607,0.759,0.6987
THOTH,action,budget,very_positive,269,85.1,0.587,0.617,0.795,0.6987
Probability 0,indie,budget,mostly_positive,51,78.4,0.669,0.624,0.751,0.6986
Furious Angels,action,budget,very_positive,229,86.0,0.587,0.617,0.795,0.6986
Shootout on Cash Island,action,budget,very_positive,161,88.8,0.587,0.617,0.795,0.6986
Alien Swarm,free_to_play,free,very_positive,18376,94.9,0.432,0.472,0.946,0.6986
StarsOne,indie,budget,mostly_positive,400,75.5,0.669,0.624,0.751,0.6985
Vertigo,action,mid_price,mostly_positive,212,84.0,0.609,0.617,0.784,0.6985
Octogeddon,action,mid_price,very_positive,175,85.1,0.609,0.617,0.784,0.6985
Tempest of the Heavens and Earth,action,mid_price,very_positive,109,89.0,0.609,0.617,0.784,0.6982
Super Amazing Wagon Adventure,indie,budget,very_positive,1784,94.8,0.469,0.487,0.919,0.6982
God of Word,indie,budget,mostly_positive,74,77.0,0.669,0.624,0.75,0.6982
The Baconing,rpg,budget,mostly_positive,186,80.1,0.645,0.613,0.767,0.6979
SWARMRIDER OMEGA,indie,budget,mostly_positive,53,77.4,0.669,0.624,0.749,0.6979
Tinertia,action,budget,very_positive,90,95.6,0.587,0.617,0.794,0.6979
Warcube,action,budget,very_positive,264,92.4,0.587,0.546,0.829,0.6978
Fancy Skulls,indie,budget,mostly_positive,276,75.4,0.669,0.624,0.749,0.6978
Lovely Planet Arcade,indie,budget,mostly_positive,92,75.0,0.662,0.636,0.746,0.6978
Shovel Knight: Specter of Torment,action,budget,very_positive,132,90.2,0.587,0.617,0.793,0.6975
Z Runaway,indie,budget,mostly_positive,68,80.9,0.669,0.607,0.757,0.6975
Hard Reset Redux,action,mid_price,mostly_positive,953,81.0,0.609,0.592,0.795,0.6974
Mega Man Legacy Collection / ロックマン クラシックス コレクション,action,mid_price,mostly_positive,1979,80.6,0.609,0.585,0.798,0.6973
Tiltagon,indie,budget,mostly_positive,71,76.1,0.669,0.624,0.748,0.6972
Riptale,action,budget,very_positive,97,93.8,0.587,0.617,0.792,0.6972
Tasty Blue,action,budget,very_positive,323,90.4,0.587,0.546,0.828,0.6971
Project Nightmares Case 36: Henrietta Kedward,gore,mid_price,mostly_positive,74,82.4,0.635,0.631,0.761,0.697
Deathstate: Abyssal Edition,action,budget,mostly_positive,298,83.9,0.587,0.617,0.792,0.697
8Bit Fiesta,indie,free,very_positive,311,92.3,0.615,0.502,0.836,0.697
Toadled,action,budget,mostly_positive,307,83.7,0.587,0.617,0.792,0.6969
Necrosphere,action,budget,very_positive,115,91.3,0.587,0.617,0.792,0.6969
One More Line,indie,budget,mostly_positive,165,75.2,0.669,0.624,0.747,0.6969
Of Carrots And Blood,indie,budget,mostly_positive,90,75.6,0.669,0.624,0.748,0.6969
Disorder,indie,budget,mostly_positive,82,75.6,0.669,0.624,0.748,0.6969
Droid Assault,action,budget,mostly_positive,330,83.3,0.587,0.617,0.791,0.6967
Sky Noon,action,mid_price,mostly_positive,231,82.7,0.609,0.617,0.781,0.6967
BIT.TRIP VOID,indie,budget,mostly_positive,77,75.3,0.669,0.624,0.747,0.6966
Super House of Dead Ninjas,action,budget,overwhelmingly_positive,1362,95.9,0.416,0.53,0.92,0.6966
SACRALITH : The Archer`s Tale,action,mid_price,very_positive,98,93.9,0.609,0.592,0.793,0.6965
OBEY,strategy,mid_price,very_positive,301,87.4,0.557,0.61,0.81,0.6965
CHAOS CODE -NEW SIGN OF CATASTROPHE-,g_2d_fighter,mid_price,mostly_positive,68,82.4,0.635,0.631,0.76,0.6964
City of Brass,action,mid_price,mostly_positive,329,81.2,0.609,0.617,0.78,0.6963
Ride 2,racing,mid_price,mostly_positive,1605,84.7,0.551,0.571,0.831,0.6962
Vektor Wars,indie,budget,mostly_positive,52,75.0,0.669,0.624,0.746,0.6961
Shadow Bug,action,budget,very_positive,83,95.2,0.587,0.617,0.79,0.696
Super Galaxy Squadron EX Turbo,action,budget,mostly_positive,235,84.7,0.587,0.617,0.79,0.696
Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション,action,mid_price,very_positive,229,86.0,0.609,0.585,0.795,0.6958
Shadowgrounds,action,budget,mostly_positive,1221,79.7,0.587,0.623,0.787,0.6958
Olympia Rising,adventure,budget,mostly_positive,96,75.0,0.67,0.619,0.746,0.6954
Wild Guns Reloaded,action,mid_price,very_positive,154,89.0,0.609,0.585,0.794,0.6954
HYPERCHARGE: Unboxed,action,mid_price,very_positive,156,87.8,0.609,0.592,0.791,0.6954
Shooty Skies,free_to_play,free,very_positive,1005,91.4,0.514,0.516,0.876,0.6953
XenoRaptor,action,budget,very_positive,123,89.4,0.587,0.617,0.789,0.6953
MOTHERGUNSHIP,action,mid_price,mostly_positive,463,79.9,0.609,0.617,0.778,0.6953
Sacred Gold,rpg,budget,mostly_positive,1808,82.4,0.611,0.545,0.812,0.6952
Major Mayhem,action,budget,mostly_positive,259,83.8,0.587,0.617,0.788,0.6951
Epic Snails,action,free,very_positive,195,93.8,0.571,0.567,0.821,0.6951
Fighties,action,budget,mostly_positive,259,83.8,0.587,0.617,0.788,0.6951
Toybox Turbos,racing,mid_price,mostly_positive,1049,84.7,0.551,0.579,0.825,0.6949
Gunjitsu,action,budget,mostly_positive,903,80.2,0.587,0.617,0.788,0.6949
Caster,action,budget,mostly_positive,4145,79.1,0.587,0.617,0.788,0.6948
TAPSONIC BOLD,rhythm,mid_price,mostly_positive,424,76.4,0.635,0.631,0.756,0.6948
The Mean Greens - Plastic Warfare,action,budget,mostly_positive,6413,78.6,0.587,0.623,0.785,0.6947
Tomb Raider - The Final Hours Digital Book,action,budget,very_positive,105,89.5,0.587,0.623,0.784,0.6945
Splody,action,budget,very_positive,63,98.4,0.587,0.617,0.787,0.6944
Strikey Sisters,adventure,budget,very_positive,440,93.6,0.548,0.512,0.859,0.6944
Blade Arcus from Shining: Battle Arena,action,mid_price,mostly_positive,139,81.3,0.609,0.635,0.767,0.6943
MarisaLand Legacy,action,mid_price,very_positive,68,91.2,0.609,0.617,0.776,0.6943
Assault Spy / アサルトスパイ,action,mid_price,mostly_positive,126,84.9,0.609,0.617,0.776,0.6943
FlatOut: Ultimate Carnage,racing,mid_price,mostly_positive,2361,83.3,0.551,0.579,0.823,0.6942
Death to Spies: Moment of Truth,stealth,budget,very_positive,302,86.1,0.582,0.588,0.803,0.6941
TY the Tasmanian Tiger 3,action,mid_price,very_positive,65,98.5,0.609,0.592,0.788,0.694
CarX Drift Racing Online,racing,budget,very_positive,3422,89.1,0.5,0.518,0.879,0.694
Psycho Starship Rampage,action,budget,very_positive,113,89.4,0.587,0.617,0.786,0.694
ESCHATOS,action,mid_price,very_positive,85,95.3,0.609,0.585,0.791,0.6938
Bloodstained: Curse of the Moon,action,budget,overwhelmingly_positive,1797,95.2,0.439,0.491,0.923,0.6938
Easy Red,action,budget,mostly_positive,645,80.0,0.587,0.623,0.783,0.6938
God's Trigger,action,mid_price,mostly_positive,119,84.9,0.609,0.617,0.775,0.6937
Hidden Dragon: Legend,action,mid_price,very_positive,70,90.0,0.609,0.617,0.774,0.6936
LEGO® Pirates of the Caribbean: The Video Game,action,mid_price,mostly_positive,537,81.0,0.609,0.592,0.787,0.6935
Die Young,survival,mid_price,mostly_positive,534,81.1,0.678,0.521,0.787,0.6934
The Madness of Little Emma,indie,budget,mostly_positive,131,81.7,0.6,0.639,0.767,0.6931
Blacksea Odyssey,action,budget,mostly_positive,179,84.9,0.587,0.617,0.784,0.6931
Gunheart,action,mid_price,mostly_positive,249,80.7,0.609,0.617,0.773,0.693
Run or Die,action,budget,very_positive,123,87.8,0.587,0.617,0.784,0.693
State of Anarchy: Master of Mayhem,action,budget,mostly_positive,275,82.5,0.587,0.617,0.784,0.6929
Voxel Turf,action,budget,very_positive,315,85.1,0.587,0.585,0.799,0.6928
Lupinball,action,budget,very_positive,53,100.0,0.587,0.617,0.783,0.6928
Zwei: The Arges Adventure,action,mid_price,very_positive,119,90.8,0.609,0.579,0.791,0.6926
Toy Soldiers: Complete,tower_defense,mid_price,mostly_positive,669,75.5,0.635,0.631,0.752,0.6925
Crash Drive 2,racing,budget,very_positive,726,86.1,0.5,0.616,0.827,0.6925
OK K.O.! Let’s Play Heroes,action,mid_price,very_positive,60,98.3,0.609,0.592,0.785,0.6925
Oats Studios - Volume 1 Assets,action,free,very_positive,153,95.4,0.571,0.567,0.816,0.6924
Tomb Raider: Legend,adventure,budget,very_positive,1899,87.2,0.548,0.512,0.855,0.6924
What The Box?,action,budget,mostly_positive,672,79.9,0.587,0.617,0.782,0.6923
DeathSpank: Thongs of Virtue,action,budget,very_positive,143,87.4,0.587,0.608,0.787,0.6922
Drunkn Bar Fight,action,mid_price,mostly_positive,363,79.3,0.609,0.617,0.772,0.6922
Unsung Warriors - Prologue,free_to_play,free,very_positive,459,95.0,0.514,0.516,0.869,0.6921
First Strike: Final Hour,strategy,budget,very_positive,627,87.1,0.535,0.573,0.83,0.692
Nosferatu: The Wrath of Malachi,horror,budget,very_positive,2192,85.8,0.575,0.505,0.844,0.692
Robbie Swifthand and the Orb of Mysteries,action,budget,very_positive,64,93.8,0.587,0.623,0.779,0.6919
Airmen,action,mid_price,very_positive,90,85.6,0.609,0.617,0.771,0.6917
Disney Universe,family_friendly,mid_price,mostly_positive,94,76.6,0.635,0.631,0.75,0.6917
Okhlos: Omega,action,budget,mostly_positive,662,79.8,0.587,0.617,0.781,0.6917
Joint Operations: Combined Arms Gold,action,mid_price,very_positive,138,87.7,0.609,0.585,0.787,0.6916
Tiny Troopers,action,budget,mostly_positive,902,79.7,0.587,0.611,0.784,0.6915
QbQbQb,action,budget,very_positive,99,88.9,0.587,0.617,0.781,0.6915
Freddy Fazbear's Pizzeria Simulator,free_to_play,free,very_positive,8426,93.1,0.408,0.508,0.925,0.6915
Skautfold: Shrouded in Sanity,souls_like,budget,very_positive,290,85.2,0.582,0.588,0.798,0.6913
My Night Job,action,budget,very_positive,71,93.0,0.587,0.617,0.78,0.6913
JUJU,action,mid_price,very_positive,74,93.2,0.609,0.592,0.782,0.6912
Amaranthine,action,budget,very_positive,75,92.0,0.587,0.617,0.78,0.6911
Miracle Fly,action,budget,very_positive,84,90.5,0.587,0.617,0.78,0.6911
Dungeon Nightmares II : The Memory,horror,budget,mostly_positive,210,81.0,0.666,0.554,0.772,0.691
Red Game Without A Great Name,action,budget,very_positive,61,95.1,0.587,0.617,0.78,0.691
Shooty Fruity,action,mid_price,very_positive,88,94.3,0.609,0.575,0.79,0.6909
Disney G-Force,action,mid_price,very_positive,102,90.2,0.609,0.585,0.785,0.6908
The King's Bird,action,mid_price,very_positive,116,88.8,0.609,0.585,0.785,0.6908
Molemen Must Die!,action,budget,very_positive,50,98.0,0.587,0.617,0.779,0.6904
Zenzizenzic,action,budget,very_positive,77,90.9,0.587,0.617,0.779,0.6904
Snowball!,action,budget,very_positive,77,90.9,0.587,0.617,0.779,0.6904
A Legend of Luca,action,mid_price,mostly_positive,194,83.5,0.609,0.592,0.78,0.6903
The Blackout Club,horror,mid_price,very_positive,519,88.8,0.5,0.589,0.836,0.6903
Garrison: Archangel,action,mid_price,very_positive,104,89.4,0.609,0.585,0.784,0.6901
Karnage Chronicles,rpg,mid_price,very_positive,300,93.0,0.5,0.585,0.838,0.69
Cookies vs. Claus,action,budget,very_positive,107,86.9,0.587,0.617,0.778,0.69
Raptor: Call of the Shadows (1994 Classic Edition),action,budget,very_positive,80,88.8,0.587,0.623,0.775,0.69
NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,action,mid_price,mostly_positive,401,80.5,0.609,0.592,0.78,0.6899
GRIDD: Retroenhanced,action,budget,very_positive,57,94.7,0.587,0.617,0.777,0.6898
BLEAK: Welcome to Glimmer,action,budget,very_positive,56,94.6,0.587,0.617,0.777,0.6895
Final Directive,action,budget,very_positive,78,89.7,0.587,0.617,0.777,0.6894
The Initial,action,budget,mostly_positive,1801,77.8,0.587,0.623,0.774,0.6893
Cargo Commander,action,budget,mostly_positive,781,82.1,0.531,0.626,0.8,0.6893
POLYBIUS,action,mid_price,very_positive,64,95.3,0.609,0.585,0.782,0.6892
The LEGO® NINJAGO® Movie Video Game,action,mid_price,mostly_positive,237,82.7,0.609,0.585,0.781,0.689
Little Racers STREET,racing,budget,mostly_positive,878,83.0,0.542,0.597,0.809,0.689
Vertical Drop Heroes HD,action,budget,mostly_positive,692,82.2,0.531,0.626,0.799,0.6889
Ghost 1.0,indie,budget,very_positive,1464,93.2,0.469,0.487,0.9,0.6889
Ember Kaboom,action,budget,very_positive,112,85.7,0.587,0.617,0.776,0.6889
Burnout Paradise: The Ultimate Box,racing,budget,very_positive,11226,86.8,0.5,0.526,0.864,0.6888
GET EVEN,action,mid_price,mostly_positive,761,79.5,0.609,0.585,0.781,0.6888
David.,action,budget,mostly_positive,726,78.8,0.587,0.617,0.775,0.6888
Steel Rain,action,budget,very_positive,89,87.6,0.587,0.617,0.775,0.6887
Dynasty Feud,action,mid_price,very_positive,63,85.7,0.609,0.617,0.765,0.6887
JASEM: Just Another Shooter with Electronic Music,action,budget,very_positive,93,87.1,0.587,0.617,0.775,0.6885
R-Type Dimensions EX,action,mid_price,very_positive,80,91.2,0.609,0.585,0.78,0.6885
BAAM SQUAD,action,mid_price,very_positive,66,93.9,0.609,0.585,0.78,0.6884
The Weaponographist,rpg,budget,mostly_positive,74,75.7,0.645,0.613,0.747,0.6884
Twisted Arrow,action,mid_price,very_positive,82,89.0,0.609,0.592,0.776,0.6882
Zero Reflex : Black Eye Edition,action,budget,mostly_positive,216,81.5,0.587,0.617,0.774,0.6882
Gladius | Gladiator VR Sword fighting,action,mid_price,mostly_positive,163,79.8,0.609,0.617,0.764,0.6882
Tabletop Gods,action,mid_price,very_positive,51,96.1,0.609,0.591,0.776,0.6881
"Pirates, Vikings, and Knights II",free_to_play,free,very_positive,4421,86.8,0.514,0.516,0.861,0.6879
Luckslinger,action,budget,very_positive,108,85.2,0.587,0.617,0.773,0.6878
ReX,action,budget,very_positive,55,92.7,0.587,0.617,0.773,0.6878
Ancient Warfare 3,action,budget,mostly_positive,190,82.6,0.587,0.611,0.777,0.6878
VINDICTA,fps,mid_price,mostly_positive,82,76.8,0.635,0.616,0.75,0.6877
Coffee Crisis,action,budget,very_positive,90,86.7,0.587,0.617,0.773,0.6877
FlatOut 2™,racing,budget,very_positive,5781,94.1,0.405,0.484,0.931,0.6876
Risky Rescue,action,budget,mostly_positive,310,80.0,0.587,0.617,0.773,0.6876
Daedalus - No Escape,action,budget,mostly_positive,116,84.5,0.587,0.617,0.773,0.6875
ELDERBORN,action,mid_price,very_positive,58,94.8,0.609,0.585,0.778,0.6874
Space Invaders Extreme,action,mid_price,very_positive,76,90.8,0.609,0.585,0.778,0.6873
Umineko: Golden Fantasia,action,mid_price,very_positive,130,85.4,0.609,0.585,0.778,0.6873
Mass Exodus,action,mid_price,mostly_positive,180,78.9,0.609,0.617,0.762,0.6872
Demons with Shotguns,action,budget,very_positive,53,92.5,0.587,0.617,0.772,0.6871
Feel The Snow,survival,budget,very_positive,1578,88.6,0.582,0.44,0.863,0.6871
Stock Car Extreme,racing,mid_price,very_positive,462,85.7,0.551,0.571,0.813,0.6871
Just In Time Incorporated,action,mid_price,mostly_positive,112,80.4,0.609,0.617,0.761,0.6869
Slave Zero,cyberpunk,budget,very_positive,133,88.7,0.582,0.588,0.789,0.6869
Teleportals. I swear it's a nice game,nudity,budget,very_positive,195,95.4,0.582,0.511,0.827,0.6869
Klang,action,mid_price,mostly_positive,99,80.8,0.609,0.617,0.761,0.6868
TOKYO WARFARE,action,mid_price,mostly_positive,267,81.3,0.609,0.585,0.777,0.6868
Island 359™,action,mid_price,mostly_positive,376,79.5,0.609,0.592,0.773,0.6866
TRON RUN/r,action,mid_price,mostly_positive,289,80.6,0.609,0.587,0.775,0.6866
Conduct DELUXE!,action,budget,very_positive,60,90.0,0.587,0.617,0.771,0.6866
Pixel Ripped 1989,action,mid_price,very_positive,63,90.5,0.609,0.592,0.773,0.6865
Rocket Fist,action,budget,very_positive,68,88.2,0.587,0.617,0.771,0.6863
Scoregasm,action,budget,mostly_positive,129,82.9,0.587,0.617,0.771,0.6863
Tacopocalypse,action,budget,very_positive,59,89.8,0.587,0.617,0.77,0.6862
I Can't Escape: Darkness,horror,budget,very_positive,55,85.5,0.666,0.554,0.762,0.6862
Radium,action,budget,mostly_positive,146,82.2,0.587,0.617,0.77,0.6862
Call of Juarez™,western,budget,mostly_positive,991,80.0,0.582,0.588,0.787,0.6862
Witch Hunt,horror,budget,very_positive,854,88.5,0.575,0.472,0.849,0.6862
Tales Of Glory,action,mid_price,mostly_positive,185,83.8,0.609,0.575,0.781,0.6861
Rex: Another Island,action,budget,very_positive,50,92.0,0.587,0.617,0.77,0.6861
Pool Panic,action,mid_price,very_positive,59,86.4,0.609,0.606,0.765,0.686
Hentai Shooter 3D,sexual_content,budget,mostly_positive,331,81.3,0.637,0.544,0.781,0.6858
BQM - BlockQuest Maker-,action,budget,mostly_positive,127,82.7,0.587,0.617,0.769,0.6858
Capsized,action,budget,mostly_positive,935,77.3,0.587,0.623,0.766,0.6857
Super Chibi Knight,action,budget,very_positive,260,87.3,0.587,0.546,0.805,0.6856
Roll'd,action,budget,mostly_positive,226,80.1,0.587,0.617,0.769,0.6856
BANG! BANG! Totally Accurate Redneck Simulator,action,budget,very_positive,70,87.1,0.587,0.617,0.769,0.6856
KartKraft™,racing,mid_price,very_positive,355,86.5,0.551,0.571,0.81,0.6855
Meow Motors,racing,mid_price,very_positive,112,92.0,0.551,0.606,0.793,0.6855
The Light Keeps Us Safe,action,mid_price,mostly_positive,66,81.8,0.609,0.617,0.758,0.6855
Gurgamoth,action,budget,very_positive,78,85.9,0.587,0.617,0.769,0.6854
Anode,action,budget,very_positive,65,87.7,0.587,0.617,0.769,0.6854
Alien Arena: Warriors Of Mars,action,budget,very_positive,65,87.7,0.587,0.617,0.769,0.6854
Black Rose,horror,free,mostly_positive,679,81.9,0.666,0.483,0.796,0.6854
Astrox Imperium,action,mid_price,mostly_positive,103,84.5,0.609,0.592,0.771,0.6854
Groove Coaster,action,mid_price,mostly_positive,715,78.6,0.609,0.585,0.774,0.6853
Fortified,action,mid_price,mostly_positive,1296,76.1,0.609,0.617,0.758,0.6853
One Finger Death Punch 2,action,budget,overwhelmingly_positive,761,96.7,0.439,0.492,0.904,0.6851
WOLFLAME,action,budget,very_positive,51,88.2,0.587,0.623,0.765,0.685
inVokeR,action,mid_price,mostly_positive,56,82.1,0.609,0.617,0.757,0.685
Rigid Force Alpha,action,mid_price,mostly_positive,52,82.7,0.609,0.617,0.757,0.685
Blue Effect VR,action,mid_price,mostly_positive,122,78.7,0.609,0.617,0.757,0.685
Final Approach,strategy,mid_price,very_positive,336,94.9,0.481,0.553,0.853,0.685
Eradicator,action,budget,very_positive,51,88.2,0.587,0.623,0.765,0.685
Steampunk Tower 2,action,budget,mostly_positive,174,81.6,0.587,0.611,0.771,0.685
Home Sweet Home,horror,mid_price,mostly_positive,1160,84.8,0.5,0.585,0.827,0.6849
Ys: The Oath in Felghana,action,budget,very_positive,993,94.3,0.416,0.53,0.897,0.6849
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,rpg,budget,very_positive,1319,87.0,0.543,0.503,0.847,0.6848
Shaq Fu: A Legend Reborn,action,mid_price,mostly_positive,80,80.0,0.609,0.617,0.757,0.6847
rFactor 2,racing,mid_price,mostly_positive,1284,82.3,0.551,0.571,0.808,0.6847
The Mummy Demastered,action,mid_price,mostly_positive,222,80.2,0.609,0.592,0.769,0.6847
SHOWTIME 2073,action,budget,mostly_positive,260,79.2,0.587,0.617,0.767,0.6846
Skyhook,action,budget,very_positive,71,85.9,0.587,0.617,0.767,0.6846
Snow Fall,action,budget,very_positive,62,87.1,0.587,0.617,0.767,0.6844
Streets of Red : Devil's Dare Deluxe,action,budget,mostly_positive,109,82.6,0.587,0.617,0.767,0.6844
Disney Infinity 2.0: Gold Edition,action,mid_price,very_positive,56,89.3,0.609,0.592,0.768,0.6843
Gizmo,indie,free,very_positive,150,94.0,0.615,0.502,0.81,0.6843
SPINGUN,action,budget,very_positive,70,85.7,0.587,0.617,0.766,0.6842
Swords and Soldiers 2 Shawarmageddon,action,mid_price,very_positive,78,85.9,0.609,0.591,0.769,0.6842
Galagan's Island: Reprymian Rising,action,budget,very_positive,70,85.7,0.587,0.617,0.766,0.6842
Rapid Tap,free_to_play,free,very_positive,320,91.9,0.514,0.553,0.835,0.6841
Zero Caliber VR,action,mid_price,mostly_positive,576,76.0,0.609,0.617,0.755,0.684
Blameless,free_to_play,free,mostly_positive,3753,84.2,0.514,0.553,0.835,0.684
Windlands 2,action,mid_price,very_positive,81,85.2,0.609,0.592,0.768,0.684
Gunman Taco Truck,action,budget,mostly_positive,120,81.7,0.587,0.617,0.766,0.6839
FURIDASHI: Drift Cyber Sport,racing,mid_price,mostly_positive,803,82.9,0.551,0.571,0.806,0.6838
Thorne - Death Merchants,rpgmaker,budget,mostly_positive,199,83.9,0.582,0.588,0.783,0.6838
Duke of Alpha Centauri,action,budget,mostly_positive,299,78.6,0.587,0.617,0.766,0.6838
Redeemer,action,mid_price,mostly_positive,609,78.3,0.609,0.585,0.771,0.6837
Aftercharge,action,mid_price,mostly_positive,160,81.9,0.609,0.585,0.771,0.6837
VERSUS SQUAD,action,budget,mostly_positive,477,81.6,0.531,0.626,0.788,0.6836
2 Ninjas 1 Cup,action,budget,mostly_positive,119,81.5,0.587,0.617,0.765,0.6836
Unforgiving - A Northern Hymn,horror,mid_price,mostly_positive,489,84.9,0.5,0.615,0.809,0.6835
Super Blue Fighter,indie,free,mostly_positive,107,75.7,0.649,0.589,0.748,0.6834
The Wall,action,budget,mostly_positive,189,78.8,0.587,0.623,0.762,0.6834
Secret Agent,action,budget,very_positive,50,86.0,0.587,0.623,0.762,0.6832
She Wants Me Dead,action,budget,mostly_positive,83,81.9,0.587,0.623,0.761,0.6831
Boss 101,action,mid_price,very_positive,52,88.5,0.609,0.592,0.766,0.683
Sparkle 2,match_3,budget,very_positive,95,89.5,0.582,0.588,0.781,0.683
Time Carnage VR,action,mid_price,mostly_positive,50,80.0,0.609,0.617,0.753,0.6829
Lode Runner Legacy,action,mid_price,very_positive,66,87.9,0.609,0.585,0.769,0.6829
BlackSmith HIT,action,budget,mostly_positive,404,77.7,0.587,0.617,0.764,0.6829
Disney Princess: My Fairytale Adventure,action,mid_price,very_positive,83,85.5,0.609,0.585,0.769,0.6828
NeonXSZ,action,budget,mostly_positive,91,82.4,0.587,0.617,0.764,0.6828
Bot Vice,action,budget,overwhelmingly_positive,872,95.3,0.439,0.492,0.9,0.6828
Taimumari,action,budget,mostly_positive,175,79.4,0.587,0.617,0.763,0.6827
Strain Tactics,action,mid_price,mostly_positive,124,81.5,0.609,0.591,0.765,0.6826
Jelly Killer,action,budget,mostly_positive,183,79.2,0.587,0.617,0.763,0.6826
Robot Heroes,action,budget,very_positive,56,85.7,0.587,0.617,0.763,0.6825
A-Gents,action,budget,mostly_positive,119,80.7,0.587,0.617,0.763,0.6824
Death Goat,action,budget,mostly_positive,308,77.9,0.587,0.617,0.762,0.6823
War Tech Fighters,action,mid_price,mostly_positive,210,80.0,0.609,0.585,0.768,0.6822
Strike Suit Zero: Director's Cut,action,mid_price,mostly_positive,292,79.1,0.609,0.585,0.768,0.6822
The Pit: Infinity,action,mid_price,mostly_positive,60,78.3,0.609,0.617,0.752,0.6821
Marlow Briggs and the Mask of Death,action,budget,very_positive,1823,92.4,0.439,0.491,0.899,0.682
Shield Impact,action,budget,very_positive,50,86.0,0.587,0.617,0.762,0.6819
Square Brawl,action,budget,mostly_positive,117,80.3,0.587,0.617,0.761,0.6818
Redie,action,budget,mostly_positive,100,81.0,0.587,0.617,0.761,0.6818
RICO,action,mid_price,mostly_positive,219,75.8,0.609,0.617,0.751,0.6817
Battlesloths 2025: The Great Pizza Wars,action,budget,mostly_positive,62,83.9,0.587,0.617,0.761,0.6817
Drive to Hell,action,budget,mostly_positive,57,84.2,0.587,0.617,0.761,0.6814
To Hell with Hell,action,mid_price,mostly_positive,50,78.0,0.609,0.617,0.75,0.6814
Ys SEVEN,rpg,mid_price,very_positive,247,91.1,0.5,0.585,0.82,0.6812
The Lab,free_to_play,free,overwhelmingly_positive,3071,95.3,0.408,0.448,0.934,0.6812
Virtual Fighting Championship (VFC),action,mid_price,mostly_positive,61,80.3,0.609,0.606,0.755,0.6811
Racket: Nx,sports,mid_price,very_positive,368,96.7,0.463,0.526,0.868,0.6811
Not Dying Today,action,budget,mostly_positive,160,78.8,0.587,0.617,0.76,0.681
rFactor,racing,mid_price,very_positive,340,85.0,0.551,0.571,0.801,0.681
Swarmlake,action,budget,overwhelmingly_positive,782,95.4,0.439,0.492,0.896,0.6809
Freeman: Guerrilla Warfare,strategy,mid_price,mostly_positive,5483,84.3,0.455,0.593,0.838,0.6809
Son of a Witch,action,budget,very_positive,176,88.1,0.587,0.546,0.795,0.6809
Nelo,action,mid_price,mostly_positive,84,76.2,0.609,0.617,0.749,0.6808
Thief Town,action,budget,mostly_positive,155,78.7,0.587,0.617,0.759,0.6808
Thorne - Son of Slaves (Ep.2),rpgmaker,budget,very_positive,78,89.7,0.582,0.588,0.777,0.6808
Rex Rocket,action,budget,mostly_positive,217,77.9,0.587,0.617,0.759,0.6807
OVERTURN,action,mid_price,mostly_positive,62,83.9,0.609,0.592,0.761,0.6807
iBomber Attack,action,budget,mostly_positive,142,78.9,0.587,0.617,0.759,0.6807
GIGANTIC ARMY,action,budget,mostly_positive,301,76.7,0.587,0.623,0.756,0.6806
Disney Infinity 1.0: Gold Edition,action,mid_price,mostly_positive,61,83.6,0.609,0.592,0.761,0.6803
Demon Hearts,action,budget,mostly_positive,58,82.8,0.587,0.617,0.759,0.6803
Sven Co-op,free_to_play,free,very_positive,13384,91.2,0.432,0.472,0.909,0.6802
Death Rally (Classic),racing,budget,very_positive,134,88.1,0.542,0.605,0.787,0.6802
The Deletion,action,budget,mostly_positive,186,78.0,0.587,0.617,0.758,0.6802
